tiempo_pasa_hasta_casa,"Pasan los días de vacaciones. Estás en casa tranquila, jugando, pero tus luces parpadean. El 2 de enero, Ona te llama: —{{agent.name}}, te necesito. Trae tu {{agent.specialItem}}.   Tenemos que investigar en mi casa.","Cozy 80s style living room, silhouete of a kid talking by phone, Christmas tree in the corner, lights in the room flickering ominously, rain on the window."
superjump_tarta,"Hora de la tarta. Se apagan las luces. Tú acaricias tu {{agent.specialItem}} en el bolsillo para darte seguridad. Ona sopla las velas y... ¡las luces parpadean! Nadie lo ve, solo vosotras. Tu instinto de {{agent.tag}} te dice que esto no ha acabado.","Birthday party room, dark room lit only by candles on a cake, silhouettes of children singing, flickering overhead lights, mysterious atmosphere, faint red glow in the background."
superjump_monitor,"Le enseñáis la foto al monitor. Él se pone pálido, pero luego sonríe forzado. —Nada chicas, será un fallo de la cámara. Tú eres muy {{agent.qualities[0]}} y sabes que miente. Aquí pasa algo raro.","A young male park monitor looking nervous and sweating, forced smile, holding a smartphone showing a photo of a dark shadow, arcade carpet floor, neon lights in background."
superjump_ignorar,"Decides pasar. Has venido a divertirte. Pero esa noche, sueñas con {{agent.fear}} y luces rojas. Al menos tienes un recuerdo del cumple. Objeto ganado: «recuerdo_superjump» FINAL SIMPLE: {{agent.name}} ignora la llamada.","Janitor mopping the floor of a trampoline park, erasing a red mark, kids leaving in the distance, lonely atmosphere, ‘The End’ feeling."
puzzle_caja_final,La caja tiene un teclado numérico brillante. Una voz dice: 'Solo la agente elegida conoce la clave'. Tu instinto te dice que uses tu número de la suerte.,"A high-tech looking safe box hidden under a desk, glowing keypad waiting for a code, magical aura, mysterious object."
ninja_simbolo,"Os acercáis. El símbolo está helado y da calambrazos. Sacas tu {{agent.specialItem}} para examinarlo, pero oís pasos. ¡Es el monitor! Os va a pillar. De repente, {{friend1.name}} aparece haciendo una voltereta exagerada. —¡Ayuda! ¡Creo que me he atascado! —grita {{friend1.name}} guiñándote un ojo. Gracias a su {{friend1.tag}}, el monitor se gira hacia ella. ¡Vía libre! Hacéis la foto rápida. Detrás de vosotras sale una sombra rara.","Close-up of a glowing red symbol on the floor, texture looks wet but cold, static electricity sparks, a scary dark shadow looming behind two young girls, dramatic angle, mystery clue."
laboratorio_alerta,,"School science laboratory in total darkness except for a glowing red symbol on a table, tense atmosphere, walkie-talkie on the table."
intro,"¡Cumple de Ona! Estás saltando a tope en el Super Jump. Risas, bolas de colores y tú, {{agent.name}}, haciendo tus mejores trucos. ¡ZAS! Las luces del techo parpadean tres veces. Cualquiera se asustaría, pero tú tienes {{agent.tag}}, así que te fijas bien. En la zona Ninja, ves algo en el suelo: Un círculo rojo que brilla. No es pintura. Ona encuentra una nota: ""27/12 – 11:20. COMIENZA."" Ona te mira: —Agente {{agent.name}}, saca tu {{agent.specialItem}}. Esto empieza.","Interior of a trampoline park called 'Super Jump', colorful foam pits, dim lighting with flickering ceiling lights, a glowing mysterious red symbol painted on the floor far away in a corner, slight fog, children playing in background."
final_secreto_agentes_legendarios,"¡La caja se abre! Dentro hay luz pura. Colocas tus objetos: recuerdo, sello, foto... La luz te envuelve a ti y a tu {{agent.specialItem}}. Una voz solemne dice: ""Agente {{agent.name}}, nivel Leyenda alcanzado."" Ona y tú sois las guardianas definitivas de Villena y Elda. FINAL SECRETO: LEYENDAS.","A table with a collection of objects (photo, stone, compass) glowing intensely, beams of magical light swirling around two girls, golden aura, epic legendary ending style."
final_misterio_abierto,"Apuntas todo en tu libreta con detalle {{agent.qualities[1]}}. Mejor no tocar nada peligroso. Os vais, pero sientes que algo os mira desde la oscuridad. Objeto ganado: «archivo_caso_abierto». FINAL SIMPLE: Caso abierto.","An open notebook full of notes and drawings of symbols, a dark laboratory door closing in the background, 'Case Open' stamp effect."
final_lina_guardiana,"Hacéis un círculo mágico. Lina se tumba encima, protegiendo la entrada. El jardín está a salvo gracias a vosotras y a Lina. Objeto ganado: «sello_lina». FINAL BUENO: Guardianas del Jardín.","A dog lying peacefully inside a white chalk circle on the grass, protecting a fading red mark, moonlight, peaceful but magical ending."
final_heroe_laboratorio,Dibujas líneas en el mapa uniendo estrellas. Cierras el dibujo. ¡ZAS! Las luces se calman. Ona choca los cinco contigo. Lo habéis conseguido. FINAL BUENO: Portal sellado por {{agent.name}}.,"Two girls drawing on a star map with markers, intense concentration, the room lighting becoming warm and stable, a feeling of relief and victory."
final_cortar_lab,"Apagas todo. ¡Clic! Oscuridad. Silencio. Has cortado la comunicación a lo bruto. Es efectivo, pero... ¿volverán? FINAL NEUTRO: Conexión interrumpida.","Total darkness, a fading red dot in the center, silhouette of a lab table, feeling of abrupt silence."
final_cabalgata_ignorar,"Decides disfrutar de la magia normal. Pero el Rey te susurra: ""Nos vemos en el cole, {{agent.name}}"". Objeto ganado: «recuerdo_reyes». FINAL SIMPLE: Noche de Reyes.","A Wise Man from the parade waving directly at the camera, holding a bag of candy, night street lights, blurred crowd background."
final_acuerdo_luces,"Hablas al walkie con voz firme: —Soy la agente {{agent.name}}. Dejadnos en paz. Silencio... y un ""O.K."" lejano. Las luces se estabilizan. Tienen respeto por tu {{agent.tag}}. FINAL BUENO: Pacto cerrado.","A girl holding a walkie-talkie speaking firmly, soft blue light filling the room, peaceful atmosphere, particles of light floating."
espera_hasta_vuelta_cole,"Vuelta al cole. Llevas la mochila y tu {{agent.specialItem}}. Ona está nerviosa, pero tú la calmas. El Sagrada Familia os espera. Hoy eres más agente que alumna.","Two girls walking towards a large brick school building 'Sagrada Familia', morning mist, backpacks, holding a notebook with clues, cinematic back shot."
escenario_id,texto_de_escenario,prompt
cole_recepcion,Julia os da un papel arrugado con el símbolo. —Lo encontré en el pasillo. ¿Es vuestro juego de espías? Lees el código. Coincide. Ona dice: —Laboratorio. Ya.,"School reception desk, a friendly woman handing a crumpled note to two girls, office lighting, mysterious paper with a symbol."
cole_pabellon,El eco repite vuestros pasos. Da miedo. Marcador: SÍMBOLO ROJO. Luces: CÓDIGO SECRETO. ¡Salid de aquí y id al origen!,"Indoor school gymnasium, polished wood floor, electronic scoreboard glitching and showing a red symbol instead of numbers, flickering lights, echoing atmosphere."
cole_laboratorio_walkie,"El walkie de Gloria empieza a sonar. ""...{{agent.name}}... Ona... abrid..."" ¡Saben tu nombre! Hay una caja fuerte extraña bajo la mesa que brilla.","Close up of a walkie-talkie on a lab table, red light indicating transmission, sparks of static electricity, background of science equipment."
cole_laboratorio,Está a punto de entrar al Laboratorio cuando vuestro walkie suena. Es {{friend2.name}} desde el patio: —¡Cuidado agentes! ¡Las luces de toda la calle se acaban de apagar! ¡Solo queda la del laboratorio! Tragas saliva. Miras a Ona. Entráis. En la mesa central: el mapa estelar y el símbolo rojo. Sientes la electricidad en tu {{agent.specialItem}}. El portal está aquí.,"School science laboratory, microscopes and beakers, a star map on the blackboard, a glowing red symbol drawn on a table, room is dark with only one light on."
cole_entrada,"En la entrada os espera {{friend2.name}}. Lleva su mochila colocada al revés, en modo combate. —Chicas, el ambiente está cargado —dice ella, que es muy {{friend2.qualities[0]}}—. Decidís dividiros. {{friend2.name}} se quedará vigilando el patio por si las luces hacen cosas raras. Julia os saluda desde recepción. Tú y Ona tenéis que decidir el primer paso.","School entrance gate, students entering, a bulletin board with a poster peeling off revealing a red corner, a receptionist smiling in the background."
cole_enfermeria,"Gloria está asustada. Su walkie hace ruidos raros. Tiene una pegatina roja que ella no puso. —Tened, lleváoslo. Vosotras sabéis qué hacer.","School infirmary room, a nurse looking worried holding a walkie-talkie with a red sticker on it, medical cabinets, sterile white light."
cole_campos_foto,"Desde arriba lo ves: El campo es el símbolo. Y el centro apunta directo al Laboratorio de Ciencias. —Vamos, {{agent.name}} —dice Ona.","High angle view from bleachers looking down at the soccer field, the white lines clearly form a map pointing to a specific building, digital HUD overlay effect."
cole_campos,"Vais a los campos. {{friend2.name}} está allí, agachada mirando el césped. —¡Mirad esto! —os grita. Las líneas de cal forman un dibujo extraño, no es un campo normal. Ona no lo ve claro, pero tú usas tu {{agent.specialItem}}... ¡Es un mapa!","School soccer field, white paint lines forming a non-standard geometric shape, morning fog, empty bleachers in background."
casa_salon_luces,"Bajáis al salón. Todo oscuro. ¡Luces! Techo: CORTO, CORTO, LARGO, CORTO. Ona lo apunta. Parece Morse o algo así. En el reflejo de la ventana, ves tu propia cara... pero parece asustada.","Dark living room, illuminated only by a tablet screen on a table showing a symbol, ceiling lights blinking in a specific pattern (short, short, long), reflection in the window showing a school building."
casa_luces_pattern,Vamos a intentarlo. Tú tienes ritmo. ¡Copia el mensaje para confirmar recepción!,"Close up of light switches on a wall, young girl's hand pressing them, intense focus, dramatic lighting."
casa_llegada,"Llegas a Caprala. Lina, la perrita, está nerviosa. Mira fijamente al bosque y gruñe. Tú, que eres súper {{agent.qualities[0]}}, notas que el aire está cargado. Ona te espera en la puerta con la libreta de espía.","Exterior of a country house near a pine forest at dusk, orange sky, a dog staring intensely at the dark woods, leaves blowing in wind, mystery mood."
casa_jardin_simbolo,"Al completar el puzle en la tierra, el dibujo cambia. ¡Aparecen las porterías del cole Sagrada Familia! Usas tu {{agent.specialItem}} y ves huellas invisibles que van hacia Elda. Está claro dónde hay que ir.","Top down view of a symbol in the dirt, the lines resemble soccer goal posts, supernatural glowing effect, night vision style."
casa_jardin_linternas,Lanzáis señales de luz al cielo con vuestras linternas. ¡Un destello responde desde Elda! Habéis contactado. FINAL SIMPLE: Mensaje recibido. Próxima parada: El Colegio.,"Two young girls in a garden pointing flashlights at the night sky, a distant flash of light responding from a city in the horizon, 'E.T.' movie vibe."
casa_jardin_jigsaw,,"Garden grass at night, a symbol drawn in the dirt that looks broken like a puzzle, flashlight beam illuminating the ground, misty forest background."
casa_jardin,"Lina os lleva a una zona de tierra movida. ¡Es el símbolo del Super Jump, pero gigante! Está roto en trozos, como un puzle. —Esto es trabajo para {{agent.name}} —dice Ona.","Wide shot of a garden next to a pine forest, a large mysterious symbol carved into the earth pointing towards the trees, night time, fog rolling in, eerie red glow from the ground."
casa_altillo_viga,"En la viga pone: ""27/12 · PORTAL 27 ACTIVADO.  SI VUELVE EL SÍMBOLO... BUSCAD EN EL COLEGIO."" Ona palidece: —¡El cole! Alguien sabía que esto pasaría. Tú aprietas los puños. No tienes miedo a {{agent.fear}}, menos a esto.","Close up of a wooden beam with handwritten text 'PORTAL 27', dust, cobwebs, focused flashlight beam, mystery clues."
casa_altillo_reto_orden,"Las tarjetas dicen: PINO, ROJO, LINA, AIRE. —Seguro que tú sabes el orden, {{agent.name}} —dice Ona. ¡A usar esa mente privilegiada!","Close up of wooden floor with scattered cardboard cards with handwritten words 'PINO', 'ROJO', 'LINA', 'AIRE', cinematic depth of field, flashlight illumination."
casa_altillo,Subís al altillo. Es vuestro refugio. Dejas tu {{agent.specialItem}} junto a las pistas. ¡De repente brilla! Y una linterna se enciende sola apuntando al techo. Hay unas tarjetas desordenadas y un mensaje en la viga.,"Attic of a wooden house converted into a secret base, vintage boxes, cushions, a flashlight beam pointing at a wooden beam revealing a handwritten message, dust particles, magical lighting."
cabalgata_senal,"Confirmado. El símbolo tiene una corona dibujada. El Rey Mago te mira y asiente, como si supiera que eres {{agent.name}}. Todo apunta al día 8 en el cole.","View through a camera lens, zooming in on a parade float texture, revealing a hidden red symbol with a small crown drawing, digital overlay."
cabalgata_reyes,"Gente, caramelos y ruido (tu peor pesadilla si fuera {{agent.fear}}, pero hoy no). ¡La carroza de Gaspar parpadea! Ves el símbolo rojo pintado en un lateral. Sacas tu {{agent.specialItem}} disimuladamente y captas la señal.","Three Wise Men parade at night, colorful floats, crowds of people, King Gaspar's float has a small red symbol painted on the side, lights blinking in code, festive but mysterious."
anticipar_cabalgata,"Piensas con lógica {{agent.qualities[1]}}: ""Luces = Energía. ¿Dónde hay más luces? ¡En Reyes!"" Ona sonríe: —Vamos a la Cabalgata a espiar.","Two girls looking at a calendar marked '5 DE ENERO', determined expressions, planning a mission, warm lamp light in a dark attic."
